include,exclude_reasons,sequence_index,cow_id,target,weak_label_text,health_condition,dataset_root,relative_path,detected_frames,filled_frames,detection_rate,filled_rate,mean_detection_confidence,min_detection_confidence
True,,127,387,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 26/387.mov,240.0,0.0,1.0,0.0,0.8927430885533492,
True,,128,402,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 26/402.mov,240.0,0.0,1.0,0.0,0.9336460113525391,
True,,129,446,1,Unhealthy,fresh cows,Truro Cow Video Data,unhealthy cows after exercise/Sep 8/446- fresh cows.mov,240.0,0.0,1.0,0.0,0.9242884775002798,
True,,130,403,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Oct 6/403-lameness.mov,240.0,0.0,1.0,0.0,0.92455093562603,
True,,131,374,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 5/374.mov,240.0,0.0,1.0,0.0,0.9113782299061616,
True,,132,421,1,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/421/Video 2025-03-07, 6 17 24 AM.mov",240.0,0.0,1.0,0.0,0.9428104480107625,
True,,133,433,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/433/Video 2025-03-07, 7 50 08 AM.mov",240.0,0.0,1.0,0.0,0.9389747234682242,
True,,134,438,1,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/438/Video 2025-03-07, 7 57 09 AM.mov",240.0,0.0,1.0,0.0,0.9332467970748742,
True,,135,417,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/417/Video 2025-02-21, 9 21 06 AM.mov",202.0,38.0,0.8416666666666667,0.15833333333333333,0.786683981961543,
True,,136,427,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 4/427-lameness.mov,240.0,0.0,1.0,0.0,0.9374050877988338,
True,,137,378,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"10 March 2025/During exercise/378/Video 2025-03-10, 7 01 58 AM.mov",240.0,0.0,1.0,0.0,0.9362057482202848,
True,,138,425,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 26/425-lameness.mov,156.0,84.0,0.65,0.35,0.8682629133646305,
True,,139,432,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/432.mov,240.0,0.0,1.0,0.0,0.9230889822045962,
True,,140,404,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/404.mov,240.0,0.0,1.0,0.0,0.9291095691422622,
True,,141,436,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/436/Video 2025-02-24, 10 44 42 AM.mov",240.0,0.0,1.0,0.0,0.9282110606630644,
True,,142,439,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/439.mov,240.0,0.0,1.0,0.0,0.9272120421131452,
True,,143,370,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"10 March 2025/After exercise/370/Video 2025-03-10, 7 43 41 AM.mov",240.0,0.0,1.0,0.0,0.9178075117369493,
True,,144,415,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 8/415 - lameness.mov,240.0,0.0,1.0,0.0,0.9235168501734734,
True,,145,354,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/354/Video 2025-03-06, 6 35 48 AM.mov",240.0,0.0,1.0,0.0,0.9263859363893668,
True,,146,255,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/255/Video 2025-03-07, 6 15 14 AM.mov",240.0,0.0,1.0,0.0,0.9405695259571075,
True,,147,405,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 5/405.mov,240.0,0.0,1.0,0.0,0.936050142844518,
True,,148,355,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/355.mov,240.0,0.0,1.0,0.0,0.9303450296322505,
True,,149,408,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 8/408.mov,240.0,0.0,1.0,0.0,0.8923432963589827,
True,,150,394,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 28/394-lameness.mov,240.0,0.0,1.0,0.0,0.9354369682570298,
True,,151,323,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 5/323- lameness.mov,240.0,0.0,1.0,0.0,0.9309564903378487,
True,,152,310,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/After Exercise/310/Video 2025-02-19, 10 04 02 AM.mov",240.0,0.0,1.0,0.0,0.9345259490112464,
True,,153,406,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/406.mov,167.0,73.0,0.6958333333333333,0.30416666666666664,0.8631549852336952,
True,,154,387,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 6/387.mov,240.0,0.0,1.0,0.0,0.9176990941166878,
True,,155,402,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 5/402.mov,240.0,0.0,1.0,0.0,0.9358728763957819,
True,,156,403,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Oct 6/403-lameness.mov,240.0,0.0,1.0,0.0,0.92452088072896,
True,,157,374,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/374.mov,240.0,0.0,1.0,0.0,0.9330345896383127,
True,,158,421,1,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/421/Video 2025-02-19, 9 32 19 AM.mov",236.0,4.0,0.9833333333333333,0.016666666666666666,0.887193664150723,
True,,159,433,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/Before Exercise/433/Video 2025-02-19, 8 48 28 AM.mov",240.0,0.0,1.0,0.0,0.9359229035675526,
True,,160,438,1,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/438/Video 2025-03-24, 7 04 54 AM.mov",240.0,0.0,1.0,0.0,0.9293987601995468,
True,,161,417,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/417/Video 2025-02-27, 2 40 36 PM.mov",240.0,0.0,1.0,0.0,0.9373460392157237,
True,,162,427,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 5/427- lameness.mov,240.0,0.0,1.0,0.0,0.9439546080927054,
True,,163,378,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/378/Video 2025-02-21, 10 06 18 AM.mov",240.0,0.0,1.0,0.0,0.941632175942262,
True,,164,425,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Nov 7/425-lameness.mov,240.0,0.0,1.0,0.0,0.9277856886386872,
True,,165,432,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 8/432.mov,240.0,0.0,1.0,0.0,0.9067770875990391,
True,,166,404,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 29/404.mov,232.0,8.0,0.9666666666666667,0.03333333333333333,0.8946370169006544,
True,,167,436,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"17 March 2025/After exercise/436/Video 2025-03-17, 8 53 16 AM.mov",240.0,0.0,1.0,0.0,0.9435709595680237,
True,,168,439,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/439.mov,239.0,1.0,0.9958333333333333,0.004166666666666667,0.9092682642417972,
True,,169,370,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/370/Video 2025-03-07, 7 05 16 AM.mov",240.0,0.0,1.0,0.0,0.9326459353168806,
True,,170,415,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 4/415 - lameness.mov,240.0,0.0,1.0,0.0,0.9283979954818885,
True,,171,354,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/354/Video 2025-02-27, 3 46 49 PM.mov",240.0,0.0,1.0,0.0,0.9188152636090915,
True,,172,255,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/255/Video 2025-02-24, 10 23 45 AM.mov",240.0,0.0,1.0,0.0,0.9304577060043812,
True,,173,355,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/355.mov,224.0,16.0,0.9333333333333333,0.06666666666666667,0.871411166020802,
True,,174,408,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/408.mov,240.0,0.0,1.0,0.0,0.8861744739115238,
True,,175,394,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Oct 1/394-lameness.mov,206.0,34.0,0.8583333333333333,0.14166666666666666,0.9018281926807848,
True,,176,323,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Nov 10/323-lameness.mov,240.0,0.0,1.0,0.0,0.895742766559124,
True,,177,310,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/310/Video 2025-03-19, 8 02 23 AM.mov",240.0,0.0,1.0,0.0,0.9346940619250138,
True,,178,406,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 5/406.mov,240.0,0.0,1.0,0.0,0.9335280261933804,
True,,179,387,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 6/387.mov,240.0,0.0,1.0,0.0,0.9339507547517617,
True,,180,402,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 1/402.mov,240.0,0.0,1.0,0.0,0.9178536708156267,
True,,181,403,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 4/403-lameness.mov,240.0,0.0,1.0,0.0,0.9210949701567491,
True,,182,374,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 10/374.mov,235.0,5.0,0.9791666666666666,0.020833333333333332,0.8498713445156179,
True,,183,421,1,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/421/Video 2025-02-20, 8 37 01 AM.mov",240.0,0.0,1.0,0.0,0.9422114344934622,
True,,184,433,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/433/Video 2025-03-19, 7 37 49 AM.mov",240.0,0.0,1.0,0.0,0.9192602768540382,
True,,185,438,1,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/438/Video 2025-03-24, 7 29 33 AM.mov",240.0,0.0,1.0,0.0,0.9302744997044404,
True,,186,417,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/417/Video 2025-03-06, 7 46 03 AM.mov",240.0,0.0,1.0,0.0,0.9421360053122043,
True,,187,378,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/378/Video 2025-02-24, 10 28 03 AM.mov",240.0,0.0,1.0,0.0,0.9413431753714879,
True,,188,425,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 5/425-lameness.mov,240.0,0.0,1.0,0.0,0.8864598405857881,
True,,189,404,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 6/404.mov,240.0,0.0,1.0,0.0,0.8759177818894386,
True,,190,436,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/436/Video 2025-03-07, 7 14 06 AM.mov",240.0,0.0,1.0,0.0,0.9037060412267844,
True,,191,370,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/370/Video 2025-02-28, 9 45 01 AM.mov",240.0,0.0,1.0,0.0,0.9388760546843211,
True,,192,354,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"10 March 2025/Before exercise/354/Video 2025-03-10, 6 46 55 AM.mov",240.0,0.0,1.0,0.0,0.936105857292811,
True,,193,255,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/255/Video 2025-03-06, 6 50 27 AM.mov",240.0,0.0,1.0,0.0,0.9254020775357882,
True,,194,394,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Oct 6/394-lameness.mov,240.0,0.0,1.0,0.0,0.9326468085249265,
True,,195,323,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 28/323-lameness.mov,240.0,0.0,1.0,0.0,0.9364967639247577,
True,,196,310,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/310/Video 2025-03-06, 7 50 46 AM.mov",240.0,0.0,1.0,0.0,0.9333293343583743,
True,,197,406,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 4/406.mov,240.0,0.0,1.0,0.0,0.8745156760017078,
True,,198,387,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 1/387.mov,240.0,0.0,1.0,0.0,0.9315506761272748,
True,,199,402,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 5/402.mov,240.0,0.0,1.0,0.0,0.925056728720665,
True,,200,403,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Oct 1/403-lameness.mov,240.0,0.0,1.0,0.0,0.9307845843334993,
True,,201,374,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 29/374.mov,240.0,0.0,1.0,0.0,0.9323522162934145,
True,,202,421,1,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"10 March 2025/After exercise/421/Video 2025-03-10, 7 20 34 AM.mov",240.0,0.0,1.0,0.0,0.9284285046160221,
True,,203,433,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/433/Video 2025-02-19, 9 20 37 AM.mov",240.0,0.0,1.0,0.0,0.9084170666833719,
True,,204,438,1,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/438/Video 2025-03-07, 6 25 22 AM.mov",240.0,0.0,1.0,0.0,0.9214619271457195,
True,,205,417,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/417/Video 2025-02-20, 9 53 18 AM.mov",240.0,0.0,1.0,0.0,0.8949444778263569,
True,,206,378,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/378/Video 2025-03-24, 7 55 45 AM.mov",240.0,0.0,1.0,0.0,0.9133493587374687,
True,,207,425,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 29/425-lameness.mov,222.0,18.0,0.925,0.075,0.8695922099255227,
True,,208,404,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 7/404.mov,240.0,0.0,1.0,0.0,0.9399790274600188,
True,,209,436,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"17 March 2025/During Exercise/436/Video 2025-03-17, 8 24 39 AM.mov",240.0,0.0,1.0,0.0,0.9008327104151249,
True,,210,370,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"10 March 2025/During exercise/370/Video 2025-03-10, 7 00 12 AM.mov",240.0,0.0,1.0,0.0,0.9229916309316953,
True,,211,354,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"10 March 2025/After exercise/354/Video 2025-03-10, 7 39 22 AM.mov",240.0,0.0,1.0,0.0,0.9356954174737135,
True,,212,255,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/255/Video 2025-02-27, 3 06 39 PM.mov",240.0,0.0,1.0,0.0,0.9000558401147525,
True,,213,394,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/oct 29/394-lameness.mov,235.0,5.0,0.9791666666666666,0.020833333333333332,0.9111202278035753,
True,,214,310,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"17 March 2025/After exercise/310/Video 2025-03-17, 8 49 13 AM.mov",240.0,0.0,1.0,0.0,0.9345425792038441,
True,,215,387,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 25/387.mov,240.0,0.0,1.0,0.0,0.9328289069235325,
True,,216,402,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 7/402.mov,240.0,0.0,1.0,0.0,0.9178457371890545,
True,,217,403,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 8/403- lameness.mov,155.0,85.0,0.6458333333333334,0.3541666666666667,0.8546767715484865,
True,,218,374,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 5/374.mov,234.0,6.0,0.975,0.025,0.8959838995057293,
True,,219,421,1,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/421/Video 2025-03-26, 8 29 55 AM.mov",240.0,0.0,1.0,0.0,0.8558583483099937,
True,,220,433,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/433/Video 2025-02-20, 9 48 55 AM.mov",240.0,0.0,1.0,0.0,0.8899568190177282,
True,,221,438,1,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/After Exercise/438/Video 2025-02-19, 10 00 34 AM.mov",240.0,0.0,1.0,0.0,0.8976600249608357,
True,,222,417,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/417/Video 2025-02-24, 8 52 11 AM.mov",240.0,0.0,1.0,0.0,0.9256576471030712,
True,,223,378,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/After Exercise/378/Video 2025-02-19, 9 46 39 AM.mov",240.0,0.0,1.0,0.0,0.9310373286406199,
True,,224,425,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 5/425- lameness.mov,228.0,12.0,0.95,0.05,0.9097434060092557,
True,,225,404,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 29/404.mov,240.0,0.0,1.0,0.0,0.9457743840912978,
True,,226,436,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/436/Video 2025-02-27, 3 11 14 PM.mov",238.0,2.0,0.9916666666666667,0.008333333333333333,0.852426141500473,
True,,227,370,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"12 March 2025/After exercise/370/Video 2025-03-12, 8 04 58 AM.mov",240.0,0.0,1.0,0.0,0.9282731565336386,
True,,228,354,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/354/Video 2025-02-27, 2 49 57 PM.mov",240.0,0.0,1.0,0.0,0.9311288975179195,
True,,229,255,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"26 March 2025/255/Video 2025-03-26, 8 36 20 AM.mov",240.0,0.0,1.0,0.0,0.9301489410301049,
True,,230,394,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 29/394-lameness.mov,240.0,0.0,1.0,0.0,0.9172777165969213,
True,,231,310,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/310/Video 2025-03-19, 7 28 29 AM.mov",240.0,0.0,1.0,0.0,0.9384731647868951,
True,,232,402,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 25/402.mov,240.0,0.0,1.0,0.0,0.9409855763117473,
True,,233,403,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 4/403- lameness.mov,233.0,7.0,0.9708333333333333,0.029166666666666667,0.8052203652684781,
True,,234,374,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/374.mov,240.0,0.0,1.0,0.0,0.9422747530043125,
True,,235,421,1,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/421/Video 2025-03-06, 7 41 38 AM.mov",240.0,0.0,1.0,0.0,0.9421610308190187,
True,,236,433,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/433/Video 2025-02-24, 10 37 28 AM.mov",240.0,0.0,1.0,0.0,0.9406838089227676,
True,,237,438,1,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/438/Video 2025-02-27, 2 42 51 PM.mov",240.0,0.0,1.0,0.0,0.9318277048567931,
True,,238,417,1,Unhealthy,fresh cows,Truro Cow Video Data,unhealthy cows after exercise/Sep 4/417- fresh cows .mov,240.0,0.0,1.0,0.0,0.932065366456906,
True,,239,378,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/378/Video 2025-03-19, 7 05 02 AM.mov",240.0,0.0,1.0,0.0,0.9228876727322738,
True,,240,425,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 29/425-lameness.mov,240.0,0.0,1.0,0.0,0.9116174807151158,
True,,241,404,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 29/404.mov,240.0,0.0,1.0,0.0,0.9343032829463482,
True,,242,436,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"10 March 2025/After exercise/436/Video 2025-03-10, 7 41 37 AM.mov",240.0,0.0,1.0,0.0,0.9042684098084768,
True,,243,370,0,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"17 March 2025/Before exercise/370/Video 2025-03-17, 6 53 55 AM.mov",240.0,0.0,1.0,0.0,0.9229234715302785,
True,,244,354,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"12 March 2025/After exercise/354/Video 2025-03-12, 8 17 08 AM.mov",240.0,0.0,1.0,0.0,0.9126965100566546,
True,,245,255,1,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/255/Video 2025-02-28, 9 47 37 AM.mov",240.0,0.0,1.0,0.0,0.9172798715531826,
True,,246,394,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 10/394- lameness.mov,240.0,0.0,1.0,0.0,0.9050245667497318,
True,,247,310,1,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"10 March 2025/After exercise/310/Video 2025-03-10, 7 35 13 AM.mov",240.0,0.0,1.0,0.0,0.9354673293729623,
True,,248,402,0,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/402.mov,240.0,0.0,1.0,0.0,0.9362019119163354,
True,,249,403,1,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 5/403- lameness.mov,240.0,0.0,1.0,0.0,0.9432695162793,
True,,250,421,1,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/During Exercise/421/Video 2025-02-20, 9 26 43 AM.mov",240.0,0.0,1.0,0.0,0.9105410858988762,
